Name,Summary,skills
Senior Software Engineer (Front End),An almost miserly habit of protecting developer time by cutting scope and buying instead of building.Build the user interaction for a machine learning platform…ReduxAn open-source library for managing the state of JavaScript applications.TypeScriptAn open-source programming language from Microsoft.GraphQLOpen source query language developed by Facebook.+3 moreReactA JavaScript library for building user interfaces for web applications.Node.jsAn open source server environment based on JavaScript.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.,"['scripting', 'React', 'Node.js', 'typescript', 'ai', 'machine learning', 'gin', 'redux', 'javascript']"
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. SparkAn open-source data processing engine for running analytics.+22 moreHealth InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Paid Time OffPaid time off from work.MavenBuild automation tool from Apache.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.JavaA compiled programming language and computing platform. Runs mainly on servers.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Gym MembershipFree or discounted membership to a gym.PythonAn interpreted, open-source programming language.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Google Cloud PlatformA platform for cloud services offered by Google.KubernetesA system for automating the management of containerized applications.AzureA cloud computing platform developed by Microsoft.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.Referral ProgramA program that gives an employee a monetary bonus beyond normal wages for referring a job candidate who gets hired.CI/CDExperience consolidating several developers' code into a shared repository as well as delivering or deploying new code continuously.GradleAn open-source build automation tool.DockerContainer management software. Allows software to be run in the cloud across machines.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Unlimited Paid Time OffPaid time off from work which allows employees to take off as much time as needed for sick days and vacation days.","['aws', 'data architecture', 'kubernetes', 'Azure', 'c', 'automation', 'python', 'scala', 'plan', 'Google Cloud', 'c++', 'database', 'gin', 'Go', 'apache', 'Net', 'spark', 'java', 'docker', 'GCP', 'ai', 'algorithms']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.Disability FriendlyIndividuals with disabilities are encouraged to apply.Test Driven DevelopmentSkill or experience in the software development process which involves writing and testing code.ReduxAn open-source library for managing the state of JavaScript applications.+16 moreScrumKnowledge of or experience with the scrum software development process, which is a type of agile methodology.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Ember.jsOpen source JavaScript framework used to create scalable Web applications using the MVVM (model-view-viewmodel) architectural pattern.CIExperience consolidating several developers' code into a shared repository in order to detect potential bugs or problems before deployment.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.PHPA programming language used mainly for web development.Node.jsAn open source server environment based on JavaScript.JavaA compiled programming language and computing platform. Runs mainly on servers.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).PythonAn interpreted, open-source programming language.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.JenkinsJava-based open-source automation server.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.WordPressAn open-source content management system for developing websites.AngularOpen source web application platform managed largely by the Angular Team at Google.","['js', 'automation', 'redux', 'python', 'React', 'visual', 'scala', 'ply', 'Node.js', 'php', 'gin', 'Go', 'Angular', 'html', 'scripting', 'css', 'java', 'Jenkins', 'ai', 'javascript']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Software DevelopmentExperience in or knowledge of software development.+13 moreDental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.LinuxOpen-source kernel for a family of operating systems.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Paid Time OffPaid time off from work.401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.GoOpen source programming language based on the tradition of the C programming language. Developed at Google.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.JavaA compiled programming language and computing platform. Runs mainly on servers.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Operating SystemsExperience with the system-level software that manages the hardware and software for a computer or other electronic device.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.PythonAn interpreted, open-source programming language.","['Go', 'java', 'plan', 'oop', 'ai', 'c++', 'c', 'gin', 'linux', 'python']"
Software Engineer - Revenue Data Platform (Revenue Platform),"Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:CIExperience consolidating several developers' code into a shared repository in order to detect potential bugs or problems before deployment.LinuxOpen-source kernel for a family of operating systems.Distributed SystemsSkill or experience with distributed computing systems.+6 moreGoogle Cloud PlatformA platform for cloud services offered by Google.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Data StructuresExperience or skill with the organization and storage of data that allows for easy access and modification.SQLProgramming language used for interacting with data held in a relational database.MultithreadingKnowledge or experience with techniques that allow a single processor to handle multiple threads simultaneously.","['Go', 'aws', 'GCP', 'sql', 'Google Cloud', 'database', 'linux']"
Go Engineer,"Backend engineers work closely with frontend engineers & product managers to make sure the deliver the APIs, infrastructure, and scalability needed for every…GoOpen source programming language based on the tradition of the C programming language. Developed at Google.APIsSkill or experience with programming interfaces that allow communication between products or services.iOSOperating system for Apple mobile devices, such as phones or tablets.","['Go', 'scala', 'oop', 'mobile', 'ios', 'gin']"
"Director, Software Applications","Senior Software Applications Professional Needed: Oakland, CA*.Strong grasp of MS Project or similar software.Experience in estimating project costs.Microsoft ProjectProject management software.ERP SystemsEnterprise resource planning systems. An ERP system integrates business processes across an organization.Business DegreePostsecondary degree in business, including degrees in business management, international business, business administration, and entrepreneurship.+15 moreLeadership ExperienceExperience providing direction to individuals in any environment.Project ManagementSkills or experience related to project management. Project management includes planning, executing, and monitoring projects in order to meet requirements while controlling budget, scope, and timeline.Construction EstimatingSkill or experience reviewing project plans and specifications to estimate cost and time of a construction project to aid in the bidding process. Individuals may specialize in a particular building material, such as concrete, drywall, or glass, or in a project type, such as highway, residential, or commercial.NegotiationSkill or experience with negotiation, typically in a business, financial, or legal context.Full-timeAn employee will work full time.Retirement PlanA retirement savings plan sponsored by an employer which allows employees to invest a portion of their paycheck before taxes are taken out.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Paid Time OffPaid time off from work.Parental LeaveJob-protected maternity, paternity, and adoption leave for new parents.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Auto EstimatingSkill or experience estimating the cost of automotive repairs. Automotive Estimating typically takes place in the context of an automotive repair shop, but estimators can also be employed by insurance companies during the claims process.Conflict ManagementExperience or skill managing disputes among individuals.NVOCCExperience working with ocean carriers that lease space from other ocean carriers to transport goods without operating ocean transportation vessels.","['plan', 'gin', 'Go', 'ai']"
Software Engineer - Full-stack (Data Products),"What you'll be doing Design, build and deploy frontend and backend software components Collaborate closely with our analytics, engineering and product teams to…",['gin']
Android Engineer,"Knowledge of Java language and related frameworks.In addition to the Software Engineer requirements above, you have:","['gin', 'java']"
Senior Software Engineer,"3+ years hands-on experience developing scalable, customer facing web services and software applications.Migrating millions of subscription records from MySQL…","['mysql', 'scala']"
Staff Software Engineer - Ecomm,Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and…,['plan']
"Sr. Software Engineer, Frontend - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.What you will be doing.,['ai']
AppD DevOps Engineer,"Experience programming in Java or a similar language.It is real time, very scalable, and highly available, and is the source of data for performance and…","['scala', 'java', 'ai']"
React Engineer (Front-End),"Lead developer on iMessage, FaceTime, CarPlay.Everyone wants to be healthy.Future is giving anyone, anywhere the ability to partner with an expert trainer.",['ai']
Full Stack Engineer,Collaborate with our product and design teams to implement data exploration and visualization features in our client application.What We Are Looking For.,['visual']
Staff Software Engineer - C++ (System Performance),"The Autonomous Vehicle (AV) software pipeline employs complex algorithms in the domains of perception, planning and control, which leads to aggressive system…","['plan', 'algorithms', 'ai']"
Senior Software Engineer,"Location: Santa Clara, CA, USA (HQ).You are an experienced full stack software engineer passionate about building scalable cloud products and genuinely excited…","['scala', 'gin']"
Software Engineer Summer Intern - Java,"Fluency with Java, SQL, Perl/Python, or C++.Fast prototyping skills, familiarity with scripting languages such as bash, perl, awk, python.","['scripting', 'java', 'sql', 'perl', 'c++', 'prototyping', 'python']"
"Sr. Software Engineer, Frontend, Website - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.,['ai']
"Sr. Software Engineer, Backend","Strong experience in one or more of the following languages for backend development: Java, Go, C#, C++, Python.Able to lead and work with a distributed team.","['Go', 'java', 'c#', 'c++', 'python']"
Software Engineer,"Designing, developing and implementing major game systems.Assisting Design and Art in planning and implementing game concepts and player abilities.",['plan']
Software Engineering - Frontend,"Comfortable navigating backend code in RoR or Python.Experience building apps with React.js, React Native, or similar frameworks.","['React', 'js', 'python']"
Software Engineer - Back End,"What You Get To Do Every Day:A great 401(k) plan: our own!Work with a range of technologies - you might encounter Node, TypeScript, React, Heroku, AWS,…","['React', 'plan', 'aws', 'typescript', 'node', 'heroku']"
Software Engineer,Develop applications that run on a cloud infrastructure – Azure and Google Cloud.AutomotiveMastermind currently provides U.S. automotive dealers with AI…,"['Google Cloud', 'Azure', 'ai']"
Staff Software Engineer (REF24580T) - Visa Digital Developer...,"The role is a self-organized Staff Software Engineer with solid JAVA and RESTful API development experience.Solid experience programming in Java, J2EE.","['rest', 'gin', 'java']"
Sr. Full Stack Software Engineer (Audiences Team),"Do you have a deep understanding, and experience building applications across the traditional web application stack (Django/DRF or Rails preferred)?","['django', 'rails']"
Backend Developer,"Proficiency in one or more languages including Perl, Python, Shell, Java and C++.Solid understanding of NoSQL landscape, internals of NoSQL frameworks (like…","['java', 'perl', 'c++', 'nosql', 'python', 'shell']"
Machine Learning Engineer,"Experience with bash scripting, Python, Pytorch or Tensorflow, GCP or AWS.3+ years of relevant experience or PhD in statistics, machine learning or…","['scripting', 'aws', 'GCP', 'pytorch', 'machine learning', 'tensorflow', 'python']"
Backend Developer,"Working across our stack technologies like Python, MySQL, Redis, RabbitMQ, many AWS services and more...Familiarity with Python is a plus.","['mysql', 'aws', 'redis', 'python']"
"Software Engineer, Backend",3+ years experience with Python or other similar object-oriented language.Implement highly scalable distributed systems in a cloud environment.,"['scala', 'python']"
Software Development Engineer in Test,"Experience in object oriented designing and object oriented languages such as Java, .NET, Objective C, C++, Python, Ruby.","['java', 'c++', 'ruby', '.net', 'python']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Software Engineer - Full-stack (Data Products),"What you'll be doing Design, build and deploy frontend and backend software components Collaborate closely with our analytics, engineering and product teams to…",['gin']
Android Engineer,"Knowledge of Java language and related frameworks.In addition to the Software Engineer requirements above, you have:","['gin', 'java']"
Senior Software Engineer,"3+ years hands-on experience developing scalable, customer facing web services and software applications.Migrating millions of subscription records from MySQL…","['mysql', 'scala']"
Staff Software Engineer - Ecomm,Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and…,['plan']
"Sr. Software Engineer, Frontend - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.What you will be doing.,['ai']
AppD DevOps Engineer,"Experience programming in Java or a similar language.It is real time, very scalable, and highly available, and is the source of data for performance and…","['scala', 'java', 'ai']"
React Engineer (Front-End),"Lead developer on iMessage, FaceTime, CarPlay.Everyone wants to be healthy.Future is giving anyone, anywhere the ability to partner with an expert trainer.",['ai']
Full Stack Engineer,Collaborate with our product and design teams to implement data exploration and visualization features in our client application.What We Are Looking For.,['visual']
Staff Software Engineer - C++ (System Performance),"The Autonomous Vehicle (AV) software pipeline employs complex algorithms in the domains of perception, planning and control, which leads to aggressive system…","['plan', 'algorithms', 'ai']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Senior Software Engineer,"Location: Santa Clara, CA, USA (HQ).You are an experienced full stack software engineer passionate about building scalable cloud products and genuinely excited…","['scala', 'gin']"
Software Engineer Summer Intern - Java,"Fluency with Java, SQL, Perl/Python, or C++.Fast prototyping skills, familiarity with scripting languages such as bash, perl, awk, python.","['scripting', 'java', 'sql', 'perl', 'c++', 'prototyping', 'python']"
"Sr. Software Engineer, Frontend, Website - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.,['ai']
"Sr. Software Engineer, Backend","Strong experience in one or more of the following languages for backend development: Java, Go, C#, C++, Python.Able to lead and work with a distributed team.","['Go', 'java', 'c#', 'c++', 'python']"
Software Engineer,"Designing, developing and implementing major game systems.Assisting Design and Art in planning and implementing game concepts and player abilities.",['plan']
Software Engineering - Frontend,"Comfortable navigating backend code in RoR or Python.Experience building apps with React.js, React Native, or similar frameworks.","['React', 'js', 'python']"
Software Engineer - Back End,"What You Get To Do Every Day:A great 401(k) plan: our own!Work with a range of technologies - you might encounter Node, TypeScript, React, Heroku, AWS,…","['React', 'plan', 'aws', 'typescript', 'node', 'heroku']"
iOS Engineer,"Write great code and review others’ code to make the overall team better.Help define, design and implement world class, consumer iOS applications.iOSOperating system for Apple mobile devices, such as phones or tablets.DebuggingSkill or experience in the process of finding and fixing bugs, errors, and problems in code, computer software, or computer hardware.iOS DevelopmentKnowledge of or experience with developing iOS applications.Mobile ApplicationsSkill or experience with software applications designed for mobile devices.SwiftA programming language designed by Apple for Apple platforms.","['mobile', 'gin', 'ios', 'swift']"
Software Development Engineer in Test Intern,"Exposure to writing scripts using Python or Node.js.You will be expected to learn new processes and implementation techniques, contribute to the automation…SeleniumA software testing framework that operates on browsers that support JavaScript. Disability FriendlyIndividuals with disabilities are encouraged to apply.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Ember.jsOpen source JavaScript framework used to create scalable Web applications using the MVVM (model-view-viewmodel) architectural pattern.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.+7 moreGitA version-control system for source code management.Node.jsAn open source server environment based on JavaScript.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).PythonAn interpreted, open-source programming language.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['scripting', 'React', 'css', 'visual', 'scala', 'ply', 'js', 'Node.js', 'ai', 'html', 'Git', 'automation', 'javascript', 'python']"
Software Engineer,"Must have 4 years of experience in the following: Computer systems software and Design; Computer Security Design; Capability-based security models; Programming…RustA systems programming language sponsored by Mozilla.EncryptionKnowledge of or experience with computationally secure protocols.Food ProvidedFood provided by an employer.LinuxOpen-source kernel for a family of operating systems.AzureA cloud computing platform developed by Microsoft.Shell ScriptingScripts that run in a Unix or Windows shell.+8 moreDistributed SystemsSkill or experience with distributed computing systems.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.GitA version-control system for source code management.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.Computer Engineering DegreePostsecondary degree in computer engineering, including degrees in hardware engineering and software engineering. A degree in computer engineering focuses on hardware and software development.","['scripting', 'Rust', 'gin', 'aws', 'redis', 'data architecture', 'algorithms', 'c++', 'Azure', 'Git', 'c', 'database', 'linux', 'shell']"
Senior Software Engineer (Front End),An almost miserly habit of protecting developer time by cutting scope and buying instead of building.Build the user interaction for a machine learning platform…ReduxAn open-source library for managing the state of JavaScript applications.TypeScriptAn open-source programming language from Microsoft.GraphQLOpen source query language developed by Facebook.ReactA JavaScript library for building user interfaces for web applications.Node.jsAn open source server environment based on JavaScript.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.,"['scripting', 'React', 'Node.js', 'typescript', 'ai', 'machine learning', 'gin', 'redux', 'javascript']"
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. SparkAn open-source data processing engine for running analytics.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Paid Time OffPaid time off from work.MavenBuild automation tool from Apache.+19 moreVision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.JavaA compiled programming language and computing platform. Runs mainly on servers.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Gym MembershipFree or discounted membership to a gym.PythonAn interpreted, open-source programming language.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Google Cloud PlatformA platform for cloud services offered by Google.KubernetesA system for automating the management of containerized applications.AzureA cloud computing platform developed by Microsoft.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.Referral ProgramA program that gives an employee a monetary bonus beyond normal wages for referring a job candidate who gets hired.CI/CDExperience consolidating several developers' code into a shared repository as well as delivering or deploying new code continuously.GradleAn open-source build automation tool.DockerContainer management software. Allows software to be run in the cloud across machines.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Unlimited Paid Time OffPaid time off from work which allows employees to take off as much time as needed for sick days and vacation days.","['aws', 'data architecture', 'kubernetes', 'Azure', 'c', 'automation', 'python', 'scala', 'plan', 'Google Cloud', 'c++', 'database', 'gin', 'Go', 'apache', 'Net', 'spark', 'java', 'docker', 'GCP', 'ai', 'algorithms']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.Disability FriendlyIndividuals with disabilities are encouraged to apply.Test Driven DevelopmentSkill or experience in the software development process which involves writing and testing code.ReduxAn open-source library for managing the state of JavaScript applications.ScrumKnowledge of or experience with the scrum software development process, which is a type of agile methodology.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Ember.jsOpen source JavaScript framework used to create scalable Web applications using the MVVM (model-view-viewmodel) architectural pattern.+13 moreCIExperience consolidating several developers' code into a shared repository in order to detect potential bugs or problems before deployment.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.PHPA programming language used mainly for web development.Node.jsAn open source server environment based on JavaScript.JavaA compiled programming language and computing platform. Runs mainly on servers.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).PythonAn interpreted, open-source programming language.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.JenkinsJava-based open-source automation server.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.WordPressAn open-source content management system for developing websites.AngularOpen source web application platform managed largely by the Angular Team at Google.","['js', 'automation', 'redux', 'python', 'React', 'visual', 'scala', 'ply', 'Node.js', 'php', 'gin', 'Go', 'Angular', 'html', 'scripting', 'css', 'java', 'Jenkins', 'ai', 'javascript']"
